#SampleID	No	Yes
T20457	0.394520547945205	0.605479452054794
T21102	0.403899721448468	0.596100278551532
T20433	0.38121546961326	0.61878453038674
T21110	0.323076923076923	0.676923076923077
T21063	0.31767955801105	0.68232044198895
T20907	0.376068376068376	0.623931623931624
T20427	0.274052478134111	0.725947521865889
T20469	0.209876543209877	0.790123456790123
T20410	0.329479768786127	0.670520231213873
T20915	0.297368421052632	0.702631578947368
T20536	0.310810810810811	0.689189189189189
T21406	0.396373056994819	0.603626943005181
T21509	0.324324324324324	0.675675675675676
T20789	0.53972602739726	0.46027397260274
T21128	0.459893048128342	0.540106951871658
T21230	0.367123287671233	0.632876712328767
T20204	0.310160427807487	0.689839572192513
T20697	0.440860215053763	0.559139784946237
T20896	0.443835616438356	0.556164383561644
T20971	0.342391304347826	0.657608695652174
T20768	0.263291139240506	0.736708860759494
T21256	0.25065274151436	0.74934725848564
T20603	0.32033426183844	0.67966573816156
T21324	0.294594594594595	0.705405405405405
T20547	0.31830985915493	0.68169014084507
T20294	0.33983286908078	0.66016713091922
T20812	0.270408163265306	0.729591836734694
T21438	0.33048433048433	0.66951566951567
T20447	0.367521367521368	0.632478632478632
T20264	0.412568306010929	0.587431693989071
T21111	0.48936170212766	0.51063829787234
T20700	0.343406593406593	0.656593406593407
T20215	0.355978260869565	0.644021739130435
T21265	0.279661016949153	0.720338983050847
T20777	0.327731092436975	0.672268907563025
T20744	0.602631578947368	0.397368421052632
T20202	0.646739130434783	0.353260869565217
T21107	0.311797752808989	0.688202247191011
T20300	0.315508021390374	0.684491978609626
T20602	0.411602209944751	0.588397790055249
T20887	0.251366120218579	0.748633879781421
T20654	0.434210526315789	0.565789473684211
T21071	0.416216216216216	0.583783783783784
T20772	0.36	0.64
T21145	0.263020833333333	0.736979166666667
T20860	0.228571428571429	0.771428571428571
T20745	0.321022727272727	0.678977272727273
T21282	0.29144385026738	0.70855614973262
T20823	0.352272727272727	0.647727272727273
T21052	0.357340720221607	0.642659279778393
T21143	0.268698060941828	0.731301939058172
T20783	0.463611859838275	0.536388140161725
T20599	0.306068601583113	0.693931398416887
T20213	0.269121813031161	0.730878186968839
T20974	0.340782122905028	0.659217877094972
T20256	0.316326530612245	0.683673469387755
T20559	0.368131868131868	0.631868131868132
T20732	0.516883116883117	0.483116883116883
T21316	0.246153846153846	0.753846153846154
T21465	0.270341207349081	0.729658792650919
T20807	0.378306878306878	0.621693121693122
T20843	0.324786324786325	0.675213675213675
T20593	0.225	0.775
T20656	0.347368421052632	0.652631578947368
T20967	0.335260115606936	0.664739884393064
T20090	0.361538461538462	0.638461538461538
T20851	0.293296089385475	0.706703910614525
T21094	0.466850828729282	0.533149171270718
T20625	0.332344213649852	0.667655786350148
T21372	0.423684210526316	0.576315789473684
T20205	0.223188405797101	0.776811594202899
T20537	0.316666666666667	0.683333333333333
T20809	0.428571428571429	0.571428571428571
T20803	0.321739130434783	0.678260869565217
T20271	0.549738219895288	0.450261780104712
T20578	0.351063829787234	0.648936170212766
T21108	0.267567567567568	0.732432432432432
T20626	0.328611898016997	0.671388101983003
T20557	0.235772357723577	0.764227642276423
T20522	0.559139784946237	0.440860215053763
T20822	0.324324324324324	0.675675675675676
T21180	0.444162436548223	0.555837563451777
T20749	0.607629427792916	0.392370572207084
T21157	0.61	0.39
T20667	0.315926892950392	0.684073107049608
T20734	0.333333333333333	0.666666666666667
T21317	0.313157894736842	0.686842105263158
T20570	0.290575916230366	0.709424083769634
T20303	0.349614395886889	0.650385604113111
T20282	0.215258855585831	0.784741144414169
T20890	0.273936170212766	0.726063829787234
T20539	0.48780487804878	0.51219512195122
T20571	0.240997229916898	0.759002770083102
T20064	0.413265306122449	0.586734693877551
T21252	0.190104166666667	0.809895833333333
T20634	0.447089947089947	0.552910052910053
T20647	0.413793103448276	0.586206896551724
T20322	0.246113989637306	0.753886010362694
T21467	0.311111111111111	0.688888888888889
